2+,0,10,
282-right_mirrored.mov,1080,1920,55.0
167-left_mirrored.mov,1080,1920,44.0
89-right_mirrored.mp4,1080,1914,49.0
309-right.mov,1080,1920,41.0
16-right_mirrored.mp4,1280,720,45.0
137-right_mirrored.mov,1080,1920,57.0
84-left.mov,886,1920,51.0
284-right.mov,1080,1920,46.0
287-right_mirrored.mov,1080,1920,46.0
169-left_mirrored.mov,1080,1920,51.0
2-,0,10,
225-left.mov,1080,1920,63.0
259-right.mov,1080,1920,47.0
222-left.mov,1080,1920,43.0
260-left_mirrored.mov,1080,1920,48.0
171-right_mirrored.mov,1920,1080,56.0
298-right_mirrored.mov,1080,1920,44.0
7-left_mirrored.mp4,1920,1080,50.0
71-right_mirrored.mp4,1920,1080,46.0
162-right.mov,1080,1920,40.0
5-left.mp4,1920,1080,48.0
