3+,0,12,
181-left.mov,1080,1920,63.0
281-left.mov,1080,1920,47.0
185-right.mov,1920,1080,50.0
279-right.mov,1080,1920,55.0
78-right.mp4,1920,1080,31.0
160-right.mp4,1080,1920,56.0
222-left_mirrored.mov,1080,1920,43.0
11-left_mirrored.mp4,1920,1080,49.0
57-right_mirrored.mp4,1080,1920,37.0
87-left_mirrored.mov,960,982,43.0
297-right_mirrored.mov,1080,1920,46.0
189-right.mov,1920,1080,53.0
3-,0,12,
239-right.mov,1080,1920,53.0
3-left.mp4,1920,1080,51.0
240-left_mirrored.mov,1080,1920,50.0
213-left_mirrored.mov,1804,1080,55.0
216-left_mirrored.mov,1920,1080,52.0
232-right.mov,1080,1920,52.0
152-right.mp4,1920,1080,49.0
217-left_mirrored.mov,1920,1080,55.0
209-right_mirrored.mov,1920,1080,56.0
44-right.mp4,1920,1080,41.0
251-left_mirrored.mov,1080,1920,50.0
211-left.mov,1920,1080,48.0
