0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
901.3382,476.23306,0.95498484,908.0308,465.87637,0.9552245,901.71967,468.01028,0.9427887,937.408,467.3652,0.9728819,935.00165,469.07474,0.71855664,950.35333,515.7877,0.96409154,932.4887,520.4596,0.77580714,873.68915,529.9795,0.82322,865.9312,555.5416,0.97962016,811.16815,484.06265,0.93069184,805.65314,526.72375,0.96225727,938.1502,686.3081,0.81617755,930.04645,684.7914,0.7381164,925.8216,815.1791,0.9337814,925.46783,812.8517,0.9134206,947.7137,935.1211,0.936199,943.26154,928.8346,0.8756474
899.7655,478.15558,0.9626627,906.0149,467.6808,0.95205283,900.05505,469.79572,0.9511014,935.7047,467.77692,0.9809264,933.5521,469.6045,0.73047173,948.2728,516.847,0.9480356,933.25525,521.6007,0.81114614,874.26697,543.71594,0.9368663,867.4263,566.9983,1.010667,805.573,502.66412,0.93892354,802.27246,541.7191,0.94115925,938.0093,687.3574,0.8131372,930.4088,685.8966,0.74622107,925.13086,816.88245,0.9334044,923.74585,814.64685,0.9148013,948.6282,936.5995,0.9322292,942.3047,930.44495,0.8832116
897.3994,478.23096,0.9516995,903.45325,467.8584,0.95452285,897.6992,469.8567,0.94541675,933.214,468.92065,0.9880454,931.21375,471.01642,0.7528542,945.1572,516.6171,0.948828,934.6393,521.32416,0.7858334,878.4675,557.8093,0.9682647,872.46826,577.29584,0.9370984,807.5801,529.7801,0.8766655,803.4453,563.6837,0.9874589,936.0355,689.25616,0.8098704,928.8635,687.5243,0.74645543,924.53174,817.7209,0.9267801,923.0874,815.4084,0.91548526,948.14307,938.4544,0.93850875,942.09595,931.4992,0.88900566
894.0193,479.87567,0.95351523,900.18555,468.62793,0.988236,894.3567,470.53076,0.92948115,929.2816,469.79907,0.9974555,927.12427,471.68585,0.7538388,940.484,515.817,0.9614731,935.5404,520.56384,0.7989097,881.39526,573.081,0.9119328,874.5239,591.4604,0.9428903,802.7063,557.1838,0.9539928,801.5488,582.4323,0.968884,935.6909,693.2301,0.82513106,933.12744,691.5575,0.75400656,923.80273,820.90967,0.9251168,925.0067,818.6045,0.8945532,947.29565,939.04724,0.93269557,942.4834,932.6947,0.8800215
890.47363,481.22104,0.99628586,896.3723,469.89603,0.9625987,890.1935,471.86252,0.94700104,924.8385,469.51846,1.0024567,923.68665,471.2498,0.73934734,933.50085,515.0065,0.98409534,937.65076,518.4595,0.81687623,892.2794,583.38416,1.028994,886.0648,602.8191,0.9442478,809.0072,591.0719,0.9077127,813.30676,613.193,0.95183,933.1107,694.04175,0.8343806,937.4254,691.7455,0.7385489,924.24854,821.65356,0.9307991,926.6537,818.65356,0.88393354,946.78577,939.8501,0.96869326,944.15015,932.54443,0.8705051
883.83264,481.26645,0.9801241,889.7429,469.88492,0.95435935,884.0875,471.74796,0.96023214,917.69543,470.28702,1.010452,917.76636,472.0037,0.7711391,924.2617,517.20605,0.96894693,937.4252,516.8845,0.846022,903.3335,591.4182,0.99963766,905.3368,606.4061,0.8721687,830.61743,624.6365,0.9245143,838.9077,630.18835,0.90475875,931.5183,694.2218,0.8280014,945.1472,691.20154,0.72170645,924.36865,820.5427,0.91727054,929.06836,817.30115,0.8858185,945.62573,939.64905,0.92138726,945.13696,930.9756,0.86434126
875.1707,482.59863,0.9810064,881.7609,470.94092,0.94644165,875.0301,472.81995,0.9558681,910.0466,469.27753,0.9887638,910.1762,470.48914,0.79059523,916.9455,516.36084,0.9504626,933.4135,513.7012,0.867642,913.476,594.1587,0.9801677,919.4898,596.4169,0.66516495,851.7609,656.13416,0.9450908,866.45465,651.07385,0.66670454,932.6519,692.66455,0.8245949,948.6927,689.54944,0.7164761,925.2524,817.93884,0.9168399,933.6707,815.2213,0.89681923,943.3903,938.27905,0.9638394,943.28815,929.65356,0.89327466
864.3463,483.96317,0.9986557,870.5342,472.8788,0.9820353,863.6427,474.5342,0.96469,898.8994,469.53006,0.9928911,896.66943,471.1271,0.7808598,910.7074,517.405,0.98646164,922.7733,514.13354,0.83877254,926.6261,592.76685,0.9600693,921.5051,599.62146,0.70024276,902.8115,667.6644,0.94157165,891.1726,670.4824,0.848217,939.00195,689.21204,0.83237547,948.13074,686.9979,0.7445122,926.1688,813.5835,0.94278425,933.37024,811.10754,0.88444996,942.54944,937.1864,0.9418644,942.3285,928.61304,0.8989103
853.5952,489.38095,0.9771819,859.0409,477.51108,0.9911218,851.6957,479.6738,0.95544755,886.5923,472.4788,0.9604059,881.1719,474.43008,0.79046834,903.7334,518.7527,0.965392,908.11084,514.9419,0.81381214,939.4335,583.6438,0.96095335,939.072,588.8761,0.67867756,954.62317,660.4696,0.9372971,950.74133,657.8761,0.5609605,937.46265,694.3519,0.7695744,933.7302,693.6859,0.707438,929.0653,812.3833,0.9080311,932.21265,810.6658,0.84140164,941.97144,933.5864,0.94811296,941.23816,925.8872,0.8702536
838.2688,496.6708,0.9759432,842.69727,484.7703,0.990113,836.40686,487.06284,0.92747676,870.6753,478.77615,0.9897429,867.5508,480.85544,0.77386725,895.6371,525.18494,0.97910297,892.8085,522.44226,0.8283452,952.4021,574.7849,0.9526754,952.04614,577.276,0.7275747,999.4131,632.9584,0.9453474,996.6135,633.27185,0.6583981,949.8574,690.17175,0.8319069,946.26807,688.21655,0.73837644,933.23975,809.9426,0.91095877,936.76294,808.2092,0.87880313,940.996,931.3745,0.9512069,941.58545,923.94336,0.90860283
