0+,0,24,
2-left.mp4,1920,1080,50.0
216-left_mirrored.mov,1920,1080,52.0
208-right_mirrored.mov,1920,1080,59.0
48-left.mp4,1920,1080,49.0
235-right_mirrored.mov,1080,1920,57.0
218-left.mov,1920,1080,60.0
258-right_mirrored.mov,1080,1920,50.0
215-left_mirrored.mov,1920,1080,60.0
263-right_mirrored.mov,1080,1920,57.0
65-right_mirrored.mp4,1920,1080,56.0
97-left.mov,886,1920,55.0
279-right.mov,1080,1920,55.0
264-right_mirrored.mov,1080,1920,46.0
254-right_mirrored.mov,1080,1920,44.0
273-right.mov,1080,1920,51.0
245-right_mirrored.mov,1080,1920,56.0
295-right_mirrored.mov,1080,1920,44.0
166-left.mov,1080,1920,46.0
85-left.mov,960,982,43.0
280-left_mirrored.mov,1080,1920,49.0
238-right.mov,1080,1920,50.0
165-left.mov,1080,1920,49.0
11-left.mp4,1920,1080,49.0
78-right_mirrored.mp4,1920,1080,31.0
