4-,0,26,
299-right.mov,1080,1920,53.0
131-right.mov,1920,1080,54.0
301-left_mirrored.mov,1080,1920,51.0
199-left.mov,1920,1080,54.0
74-right.mp4,1920,1080,36.0
60-left.mp4,1280,720,50.0
77-right.mp4,1920,1080,31.0
94-left_mirrored.mp4,1920,1080,41.0
219-left.mov,1920,1080,53.0
300-right.mov,1080,1920,48.0
236-right_mirrored.mov,1080,1920,48.0
178-left.mov,1080,1920,46.0
200-left_mirrored.mov,1080,1920,24.0
253-right.mov,1080,1920,52.0
195-left.mov,1920,1080,39.0
66-right_mirrored.mp4,1920,1080,49.0
267-right_mirrored.mov,1080,1920,44.0
296-right.mov,1080,1920,45.0
261-left_mirrored.mov,1080,1920,44.0
248-right.mov,1080,1920,56.0
69-right.mp4,1920,1080,50.0
8-left.mp4,1920,1080,52.0
275-right_mirrored.mov,1080,1920,44.0
70-right.mp4,1920,1080,37.0
158-right_mirrored.mov,1080,1920,55.0
267-right.mov,1080,1920,44.0
