0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1169.4001,362.66574,1.0306337,1166.7462,353.48618,0.97661763,1156.3754,353.54886,0.97073793,1141.945,364.50467,0.6875589,1125.2833,365.3835,0.9979454,1151.2245,415.63412,0.82741016,1130.5251,407.76126,0.91662943,1228.2314,414.42825,0.9807605,1217.985,380.51712,0.8801313,1302.3188,383.56235,0.90541154,1312.2356,331.5701,0.9199798,1147.6521,592.4918,0.861121,1124.9331,591.9458,0.87732315,1139.9507,732.3341,0.9585382,1124.9691,734.6448,0.97932804,1151.1737,855.3075,0.92593014,1131.5024,874.4319,0.9160143
1174.0586,362.6187,1.0342724,1170.206,353.43585,0.9365679,1162.0818,352.95074,0.9882895,1136.625,363.49182,0.68571675,1131.5261,362.37396,0.9813229,1150.4727,416.59448,0.8360603,1131.7017,408.12195,0.9242575,1230.5833,417.24652,0.9360448,1224.6301,380.2254,0.9351356,1301.8755,384.08154,0.9623359,1310.1709,334.3169,0.90784234,1148.0337,591.57166,0.8464877,1125.0679,591.64496,0.90135455,1141.2644,730.3051,0.9503112,1126.0735,731.6812,0.95313287,1151.593,854.8942,0.9426961,1132.4451,874.8649,0.94597876
1172.9966,363.4472,1.0306265,1170.5017,354.30115,0.9731003,1161.0631,353.96564,0.97218704,1142.8928,363.67426,0.69588125,1129.4783,363.71075,0.98985946,1149.3049,414.5163,0.83558875,1132.8943,407.02783,0.9278761,1229.7997,416.8366,0.9430672,1222.1494,382.34576,0.9011882,1303.6799,385.86206,0.9323263,1314.7943,336.17316,0.90820485,1145.3115,592.5499,0.85181904,1124.1285,592.2447,0.88787633,1141.2333,730.6159,0.9246067,1127.3556,733.6258,0.9459826,1150.1097,853.71014,0.9255806,1131.8501,874.83453,0.9512057
1174.4347,363.05438,1.0318098,1172.5641,353.60883,0.98922354,1162.0305,353.28424,0.98806846,1146.5724,363.04083,0.6749877,1130.0267,362.82355,0.9995035,1151.6274,414.98987,0.82426715,1133.1123,407.16736,0.9171845,1232.5238,420.26355,0.9398034,1225.4995,384.21582,0.89716494,1309.5414,390.53845,0.8828896,1319.9619,342.27722,0.88837814,1145.7039,592.8755,0.85841835,1122.4224,592.2109,0.88874793,1142.9167,729.6447,0.9302913,1127.8091,733.43365,0.9386841,1150.702,853.02655,0.9106419,1131.7076,875.14056,0.94262767
1179.1854,362.0516,0.9799606,1176.377,352.66336,0.9283756,1167.7698,352.13998,0.96814644,1144.8961,363.447,0.68793976,1137.256,362.90305,1.0124451,1155.6862,415.90292,0.8466219,1137.0089,404.54892,0.9048983,1237.4595,428.35153,0.93213487,1228.7806,390.11368,0.88231623,1316.2168,400.19223,0.8958328,1327.8329,353.49496,0.9041288,1145.514,594.34607,0.84599745,1121.0873,594.06616,0.8970021,1145.5917,729.40515,0.9763516,1127.5431,733.1642,0.901803,1151.2358,850.7322,0.9012337,1131.6091,874.974,0.93786323
1182.8098,363.029,0.98497355,1179.9294,353.58618,0.9277394,1171.7043,353.19714,0.95917463,1146.654,364.01886,0.66560745,1140.9065,362.84497,1.049355,1156.4302,420.08728,0.8346975,1136.9602,405.92468,0.89134073,1236.9751,437.89062,0.9311519,1229.6213,399.71735,0.8379078,1317.5762,417.82587,0.9631001,1331.2717,370.7522,0.852668,1143.8501,594.1012,0.83904403,1117.3713,593.5977,0.8854494,1148.1946,725.8192,0.9501332,1128.572,729.96875,0.9131348,1153.0618,850.33496,0.93124074,1132.1809,874.36694,0.9615698
1186.7733,366.529,1.0320091,1184.3757,357.2862,0.97245246,1175.8918,356.65454,0.9936137,1150.6993,362.98297,0.67226124,1144.1464,361.7489,1.002948,1154.6683,416.28552,0.8073826,1138.902,407.74512,0.9368573,1226.6779,447.22015,0.9002069,1230.7018,408.03192,0.8790629,1300.5763,445.72614,0.8104005,1336.8933,397.26593,0.9821658,1139.6353,595.06586,0.86597,1112.4153,595.12335,0.8421916,1150.9484,722.8641,0.9867627,1128.9435,729.7192,0.9425585,1153.968,848.4626,0.94555116,1132.7241,873.3963,0.9131259
1190.7621,367.79175,1.013473,1188.431,357.45374,0.9460185,1179.2062,357.31036,0.9888628,1155.0052,364.46393,0.7105403,1146.5244,364.66193,1.0143698,1154.0897,422.7771,0.785728,1140.7809,411.2967,0.90936947,1235.0508,469.3615,0.9277507,1230.3226,431.6432,0.932332,1309.5326,475.87988,0.8849373,1332.2891,429.24286,0.9598258,1135.8656,596.4596,0.85851765,1107.5963,595.7759,0.8566526,1155.7949,718.5923,0.99939334,1134.0858,725.35486,0.9211015,1153.5796,846.50916,0.9328824,1132.5211,874.1454,0.9294131
1199.1345,371.12564,0.97352076,1195.7965,360.26157,0.9306973,1186.4008,361.01804,0.9636931,1163.5834,368.8738,0.63036704,1153.8087,370.85013,0.98923147,1164.0201,426.8846,0.7509981,1147.558,417.30576,0.92050517,1227.9705,489.31766,0.9377232,1227.9896,454.9996,0.8571288,1299.3898,512.9232,0.9106628,1320.6188,477.46274,0.94239163,1132.2867,601.5331,0.8710996,1101.9274,600.6754,0.8804317,1159.2413,716.5663,0.9525763,1139.3854,725.1781,0.9402932,1154.6367,844.4885,0.92660975,1133.9745,872.94885,0.9305126
1208.3412,381.5707,0.97458243,1205.0558,371.45493,0.96080375,1197.0466,371.63565,0.97104263,1169.9847,378.50204,0.72367775,1163.5111,377.90488,0.99399656,1165.4966,432.69046,0.7648539,1153.7681,427.42496,0.92304134,1216.5233,515.28125,1.0586615,1219.8992,494.10147,0.9352393,1282.4171,548.6166,0.91883683,1299.7555,527.5923,0.9180645,1124.9863,604.2899,0.8702204,1095.1528,602.20276,0.86089087,1163.0045,716.61707,0.94080234,1146.2074,722.96277,0.9584805,1157.8309,845.42957,0.9333265,1136.2345,871.4481,0.9344946
